생년월일,목,화,토,금,수
19621113,3,0,0,1,2
19621114,1,1,1,1,2
19621115,1,2,0,1,2
19621116,1,1,1,1,2
19621117,1,0,2,1,2
19621118,1,0,0,3,2
19621119,1,0,0,3,2
19621120,1,0,1,1,3
19621121,1,0,0,1,4
19621122,2,0,0,1,3
19621123,2,0,1,1,2
19621124,2,1,0,1,2
19621125,2,1,0,1,2
19621126,1,0,2,1,2
19621127,1,1,1,1,2
19621128,1,1,0,2,2
19621129,1,0,1,2,2
19621130,1,0,0,2,3
1962121,1,0,0,2,3
1962122,2,0,1,1,2
1962123,2,0,0,1,3
1962124,1,1,0,1,3
1962125,1,1,1,1,2
1962126,2,0,1,1,2
1962127,2,0,1,1,2
1962128,1,0,1,1,3
1962129,1,1,0,1,3
19621210,1,1,0,0,4
19621211,1,0,1,0,4
19621212,2,0,0,1,3
19621213,2,0,0,1,3
19621214,1,1,1,0,3
19621215,1,1,0,0,4
19621216,1,0,1,0,4
19621217,1,0,2,0,3
19621218,2,0,0,1,3
19621219,2,0,0,1,3
19621220,1,0,1,0,4
19621221,1,1,0,0,4
19621222,2,1,0,0,3
19621223,2,0,1,0,3
19621224,1,1,0,1,3
19621225,1,1,0,1,3
19621226,1,0,2,0,3
19621227,1,0,1,0,4
19621228,1,0,0,1,4
19621229,1,0,1,1,3
19621230,2,0,0,0,4
196311,2,0,1,0,3
196312,2,1,0,0,3
196313,1,2,0,0,3
196314,1,1,1,0,3
196315,1,0,1,1,3
196316,1,0,1,1,3
196317,1,0,2,1,2
196318,1,0,1,1,3
196319,1,0,1,0,4
1963110,1,0,2,0,3
1963111,3,0,1,0,2
1963112,3,0,1,0,2
1963113,1,1,2,0,2
1963114,1,2,1,0,2
1963115,1,1,2,0,2
1963116,1,0,3,0,2
1963117,1,0,1,2,2
1963118,1,0,1,2,2
1963119,1,0,2,0,3
1963120,1,0,1,0,4
1963121,2,0,1,0,3
1963122,2,0,2,0,2
1963123,2,1,1,0,2
1963124,2,1,1,0,2
1963125,1,0,3,0,2
1963126,1,1,2,0,2
1963127,1,1,1,1,2
1963128,1,0,2,1,2
1963129,1,0,1,1,3
1963130,1,0,1,1,3
196321,2,0,1,0,3
196322,1,1,1,0,3
196323,1,1,2,0,2
196324,2,0,2,0,2
196325,4,0,1,0,1
196326,3,0,1,1,1
196327,3,1,0,1,1
196328,3,1,0,0,2
196329,3,0,1,0,2
1963210,4,0,0,1,1
1963211,4,0,0,1,1
1963212,3,1,1,0,1
1963213,3,1,0,0,2
1963214,3,0,1,0,2
1963215,3,0,2,0,1
1963216,4,0,0,1,1
1963217,4,0,0,1,1
1963218,3,0,1,0,2
1963219,3,1,0,0,2
1963220,4,1,0,0,1
1963221,4,0,1,0,1
1963222,3,1,0,1,1
1963223,3,1,0,1,1
1963224,3,0,2,0,1
1963225,3,0,1,0,2
1963226,3,0,0,1,2
1963227,3,0,1,1,1
1963228,4,0,0,0,2
196331,4,0,0,0,2
196332,4,0,1,0,1
196333,4,1,0,0,1
196334,3,2,0,0,1
196335,3,1,1,0,1
196336,3,0,1,1,1
196337,3,0,1,1,1
196338,3,0,1,1,1
196339,3,0,0,1,2
1963310,3,0,0,0,3
1963311,3,0,1,0,2
1963312,5,0,0,0,1
1963313,5,0,0,0,1
1963314,3,1,1,0,1
1963315,3,2,0,0,1
1963316,3,1,1,0,1
1963317,3,0,2,0,1
1963318,3,0,0,2,1
1963319,3,0,0,2,1
1963320,3,0,1,0,2
1963321,3,0,0,0,3
1963322,4,0,0,0,2
1963323,4,0,1,0,1
1963324,4,1,0,0,1
1963325,4,1,0,0,1
1963326,3,0,2,0,1
1963327,3,1,1,0,1
1963328,3,1,0,1,1
1963329,3,0,1,1,1
1963330,3,0,0,1,2
196341,4,0,1,0,1
196342,4,0,0,0,2
196343,3,1,0,0,2
196344,3,1,1,0,1
196345,4,0,1,0,1
196346,2,1,2,0,1
196347,1,1,2,1,1
196348,1,2,1,1,1
196349,1,2,1,0,2
1963410,1,1,2,0,2
1963411,2,1,1,1,1
1963412,2,1,1,1,1
1963413,1,2,2,0,1
1963414,1,2,1,0,2
1963415,1,1,2,0,2
1963416,1,1,3,0,1
1963417,2,1,1,1,1
1963418,2,1,1,1,1
1963419,1,1,2,0,2
1963420,1,2,1,0,2
1963421,2,2,1,0,1
1963422,2,1,2,0,1
1963423,1,2,1,1,1
1963424,1,2,1,1,1
1963425,1,1,3,0,1
1963426,1,1,2,0,2
1963427,1,1,1,1,2
1963428,1,1,2,1,1
1963429,2,1,1,0,2
1963430,2,1,1,0,2
196351,2,1,2,0,1
196352,2,2,1,0,1
196353,1,3,1,0,1
196354,1,2,2,0,1
196355,1,1,2,1,1
196356,1,1,2,1,1
196357,1,2,1,1,1
196358,1,2,0,1,2
196359,1,2,0,0,3
1963510,1,2,1,0,2
1963511,3,2,0,0,1
1963512,3,2,0,0,1
1963513,1,3,1,0,1
1963514,1,4,0,0,1
1963515,1,3,1,0,1
1963516,1,2,2,0,1
1963517,1,2,0,2,1
1963518,1,2,0,2,1
1963519,1,2,1,0,2
1963520,1,2,0,0,3
1963521,2,2,0,0,2
1963522,2,2,1,0,1
1963523,2,3,0,0,1
1963524,2,3,0,0,1
1963525,1,2,2,0,1
1963526,1,3,1,0,1
1963527,1,3,0,1,1
1963528,1,2,1,1,1
1963529,1,2,0,1,2
1963530,1,2,0,1,2
196361,2,2,0,0,2
196362,1,3,0,0,2
196363,1,3,1,0,1
196364,2,2,1,0,1
196365,2,2,1,0,1
196366,1,2,1,1,1
196367,1,2,1,1,1
196368,1,2,1,0,2
196369,1,1,2,0,2
1963610,2,1,1,1,1
1963611,2,1,1,1,1
1963612,1,2,2,0,1
1963613,1,2,1,0,2
1963614,1,1,2,0,2
1963615,1,1,3,0,1
1963616,2,1,1,1,1
1963617,2,1,1,1,1
1963618,1,1,2,0,2
1963619,1,2,1,0,2
1963620,2,2,1,0,1
1963621,2,1,2,0,1
1963622,1,2,1,1,1
1963623,1,2,1,1,1
1963624,1,1,3,0,1
1963625,1,1,2,0,2
1963626,1,1,1,1,2
1963627,1,1,2,1,1
1963628,2,1,1,0,2
1963629,2,1,1,0,2
1963630,2,1,2,0,1
196371,2,2,1,0,1
196372,1,3,1,0,1
196373,1,2,2,0,1
196374,1,1,2,1,1
196375,1,1,2,1,1
196376,1,1,2,1,1
196377,1,1,1,1,2
196378,1,1,1,0,3
196379,1,0,3,0,2
1963710,3,0,2,0,1
1963711,3,0,2,0,1
1963712,1,1,3,0,1
1963713,1,2,2,0,1
1963714,1,1,3,0,1
1963715,1,0,4,0,1
1963716,1,0,2,2,1
1963717,1,0,2,2,1
1963718,1,0,3,0,2
1963719,1,0,2,0,3
1963720,2,0,2,0,2
1963721,2,0,3,0,1
1963722,2,1,2,0,1
1963723,2,1,2,0,1
1963724,1,0,4,0,1
1963725,1,1,3,0,1
1963726,1,1,2,1,1
1963727,1,0,3,1,1
1963728,1,0,2,1,2
1963729,1,0,2,1,2
1963730,2,0,3,0,1
196381,1,1,2,0,2
196382,1,1,3,0,1
196383,2,0,3,0,1
196384,2,0,3,0,1
196385,1,0,3,1,1
196386,1,1,2,1,1
196387,1,1,2,0,2
196388,1,0,3,0,2
196389,2,0,0,3,1
1963810,2,0,0,3,1
1963811,1,1,1,2,1
1963812,1,1,0,2,2
1963813,1,0,1,2,2
1963814,1,0,2,2,1
1963815,2,0,0,3,1
1963816,2,0,0,3,1
1963817,1,0,1,2,2
1963818,1,1,0,2,2
1963819,2,1,0,2,1
1963820,2,0,1,2,1
1963821,1,1,0,3,1
1963822,1,1,0,3,1
1963823,1,0,2,2,1
1963824,1,0,1,2,2
1963825,1,0,0,3,2
1963826,1,0,1,3,1
1963827,2,0,0,2,2
1963828,2,0,0,2,2
1963829,2,0,1,2,1
1963830,2,1,0,2,1
196391,1,1,1,2,1
196392,1,0,1,3,1
196393,1,0,1,3,1
196394,1,0,1,3,1
196395,1,0,0,3,2
196396,1,0,0,2,3
196397,1,0,1,2,2
196398,3,0,0,2,1
196399,3,0,0,2,1
1963910,1,1,1,2,1
1963911,1,2,0,2,1
1963912,1,1,1,2,1
1963913,1,0,2,2,1
1963914,1,0,0,4,1
1963915,1,0,0,4,1
1963916,1,0,1,2,2
1963917,1,0,0,2,3
1963918,2,0,0,2,2
1963919,2,0,1,2,1
1963920,2,1,0,2,1
1963921,2,1,0,2,1
1963922,1,0,2,2,1
1963923,1,1,1,2,1
1963924,1,1,0,3,1
1963925,1,0,1,3,1
1963926,1,0,0,3,2
1963927,1,0,0,3,2
1963928,2,0,1,2,1
1963929,2,0,0,2,2
1963930,1,1,0,2,2
1963101,1,1,1,2,1
1963102,2,0,1,2,1
1963103,2,0,1,2,1
1963104,1,0,1,3,1
1963105,1,1,0,3,1
1963106,1,1,0,2,2
1963107,1,0,1,2,2
1963108,2,0,0,3,1
1963109,2,0,0,3,1
19631010,1,1,2,0,2
19631011,1,1,1,0,3
19631012,1,0,2,0,3
19631013,1,0,3,0,2
19631014,2,0,1,1,2
19631015,2,0,1,1,2
19631016,1,0,2,0,3
19631017,1,1,1,0,3
19631018,2,1,1,0,2
19631019,2,0,2,0,2
19631020,1,1,1,1,2
19631021,1,1,1,1,2
19631022,1,0,3,0,2
19631023,1,0,2,0,3
19631024,1,0,1,1,3
19631025,1,0,2,1,2
19631026,2,0,1,0,3
19631027,2,0,1,0,3
19631028,2,0,2,0,2
19631029,2,1,1,0,2
19631030,1,2,1,0,2
1963111,1,0,2,1,2
1963112,1,0,2,1,2
1963113,1,0,2,1,2
1963114,1,0,1,1,3
1963115,1,0,1,0,4
1963116,1,0,2,0,3
1963117,3,0,1,0,2
1963118,3,0,1,0,2
1963119,1,1,1,0,3
19631110,1,2,0,0,3
19631111,1,1,1,0,3
19631112,1,0,2,0,3
19631113,1,0,0,2,3
19631114,1,0,0,2,3
19631115,1,0,1,0,4
19631116,1,0,0,0,5
19631117,2,0,0,0,4
19631118,2,0,1,0,3
19631119,2,1,0,0,3
19631120,2,1,0,0,3
19631121,1,0,2,0,3
19631122,1,1,1,0,3
19631123,1,1,0,1,3
19631124,1,0,1,1,3
19631125,1,0,0,1,4
19631126,1,0,0,1,4
19631127,2,0,1,0,3
19631128,2,0,0,0,4
19631129,1,1,0,0,4
19631130,1,1,1,0,3
1963121,2,0,1,0,3
1963122,2,0,1,0,3
1963123,1,0,1,1,3
1963124,1,1,0,1,3
1963125,1,1,0,0,4
1963126,1,0,1,0,4
1963127,2,0,0,1,3
1963128,2,0,0,1,3
1963129,2,1,1,0,2
19631210,2,1,0,0,3
19631211,2,0,1,0,3
19631212,2,0,2,0,2
19631213,3,0,0,1,2
19631214,3,0,0,1,2
19631215,2,0,1,0,3
19631216,2,1,0,0,3
19631217,3,1,0,0,2
19631218,3,0,1,0,2
19631219,2,1,0,1,2
19631220,2,1,0,1,2
19631221,2,0,2,0,2
19631222,2,0,1,0,3
19631223,2,0,0,1,3
19631224,2,0,1,1,2
19631225,3,0,0,0,3
19631226,3,0,0,0,3
19631227,3,0,1,0,2
19631228,3,1,0,0,2
19631229,2,2,0,0,2
19631230,2,1,1,0,2
196411,2,0,1,1,2
196412,2,0,1,1,2
196413,2,0,0,1,3
196414,2,0,0,0,4
196415,2,0,1,0,3
196416,4,0,0,0,2
196417,4,0,1,0,1
196418,2,1,2,0,1
196419,2,2,1,0,1
1964110,2,1,2,0,1
1964111,2,0,3,0,1
1964112,2,0,1,2,1
1964113,2,0,1,2,1
1964114,2,0,2,0,2
1964115,2,0,1,0,3
1964116,3,0,1,0,2
1964117,3,0,2,0,1
1964118,3,1,1,0,1
1964119,3,1,1,0,1
1964120,2,0,3,0,1
1964121,2,1,2,0,1
1964122,2,1,1,1,1
1964123,2,0,2,1,1
1964124,2,0,1,1,2
1964125,2,0,1,1,2
1964126,3,0,2,0,1
1964127,3,0,1,0,2
1964128,2,1,1,0,2
1964129,2,1,2,0,1
1964130,3,0,2,0,1
196421,2,0,2,1,1
196422,2,1,1,1,1
196423,2,1,1,0,2
196424,2,0,2,0,2
196425,3,0,1,1,1
196426,3,1,1,1,0
196427,2,2,2,0,0
196428,2,2,1,0,1
196429,2,1,2,0,1
1964210,2,1,3,0,0
1964211,3,1,1,1,0
1964212,3,1,1,1,0
1964213,2,1,2,0,1
1964214,2,2,1,0,1
1964215,3,2,1,0,0
1964216,3,1,2,0,0
1964217,2,2,1,1,0
1964218,2,2,1,1,0
1964219,2,1,3,0,0
1964220,2,1,2,0,1
1964221,2,1,1,1,1
1964222,2,1,2,1,0
1964223,3,1,1,0,1
1964224,3,1,1,0,1
1964225,3,1,2,0,0
1964226,3,2,1,0,0
1964227,2,3,1,0,0
1964228,2,2,2,0,0
1964229,2,1,2,1,0
196431,2,1,2,1,0
196432,2,1,2,1,0
196433,2,1,1,1,1
196434,2,1,1,0,2
196435,2,1,2,0,1
196436,4,1,1,0,0
196437,4,1,1,0,0
196438,2,2,2,0,0
196439,2,3,1,0,0
1964310,2,2,2,0,0
1964311,2,1,3,0,0
1964312,2,1,1,2,0
1964313,2,1,1,2,0
1964314,2,1,2,0,1
1964315,2,1,1,0,2
1964316,3,1,1,0,1
1964317,3,1,2,0,0
1964318,3,2,1,0,0
1964319,3,2,1,0,0
1964320,2,1,3,0,0
1964321,2,2,2,0,0
1964322,2,2,1,1,0
1964323,2,1,2,1,0
1964324,2,1,1,1,1
1964325,2,1,1,1,1
1964326,3,1,2,0,0
1964327,3,1,1,0,1
1964328,2,2,1,0,1
1964329,2,2,2,0,0
1964330,3,1,2,0,0
196441,2,1,2,1,0
196442,2,2,1,1,0
196443,2,2,1,0,1
196444,2,1,2,0,1
196445,3,1,1,1,0
196446,2,0,3,1,0
196447,1,1,4,0,0
196448,1,1,3,0,1
196449,1,0,4,0,1
1964410,1,0,5,0,0
1964411,2,0,3,1,0
1964412,2,0,3,1,0
1964413,1,0,4,0,1
1964414,1,1,3,0,1
1964415,2,1,3,0,0
1964416,2,0,4,0,0
1964417,1,1,3,1,0
1964418,1,1,3,1,0
1964419,1,0,5,0,0
1964420,1,0,4,0,1
1964421,1,0,3,1,1
1964422,1,0,4,1,0
1964423,2,0,3,0,1
1964424,2,0,3,0,1
1964425,2,0,4,0,0
1964426,2,1,3,0,0
1964427,1,2,3,0,0
1964428,1,1,4,0,0
1964429,1,0,4,1,0
1964430,1,0,4,1,0
196451,1,0,4,1,0
196452,1,0,3,1,1
196453,1,0,3,0,2
196454,1,0,4,0,1
196455,3,0,3,0,0
196456,3,1,2,0,0
196457,1,2,3,0,0
196458,1,3,2,0,0
196459,1,2,3,0,0
1964510,1,1,4,0,0
1964511,1,1,2,2,0
1964512,1,1,2,2,0
1964513,1,1,3,0,1
1964514,1,1,2,0,2
1964515,2,1,2,0,1
1964516,2,1,3,0,0
1964517,2,2,2,0,0
1964518,2,2,2,0,0
1964519,1,1,4,0,0
1964520,1,2,3,0,0
1964521,1,2,2,1,0
1964522,1,1,3,1,0
1964523,1,1,2,1,1
1964524,1,1,2,1,1
1964525,2,1,3,0,0
1964526,2,1,2,0,1
1964527,1,2,2,0,1
1964528,1,2,3,0,0
1964529,2,1,3,0,0
1964530,2,1,3,0,0
196461,1,2,2,1,0
196462,1,2,2,0,1
196463,1,1,3,0,1
196464,2,1,2,1,0
196465,2,1,1,2,0
196466,1,2,3,0,0
196467,1,2,1,1,1
196468,1,1,2,1,1
196469,1,1,3,1,0
1964610,2,1,1,2,0
1964611,2,1,1,2,0
1964612,1,1,2,1,1
1964613,1,2,1,1,1
1964614,2,2,1,1,0
1964615,2,1,2,1,0
1964616,1,2,1,2,0
1964617,1,2,1,2,0
1964618,1,1,3,1,0
1964619,1,1,2,1,1
1964620,1,1,1,2,1
1964621,1,1,2,2,0
1964622,2,1,1,1,1
1964623,2,1,1,1,1
1964624,2,1,2,1,0
1964625,2,2,1,1,0
1964626,1,3,1,1,0
1964627,1,2,2,1,0
1964628,1,1,2,2,0
1964629,1,1,2,2,0
1964630,1,1,2,2,0
196471,1,1,1,2,1
196472,1,1,1,1,2
196473,1,1,2,1,1
196474,3,1,1,1,0
196475,3,1,1,1,0
196476,1,2,2,1,0
196477,1,3,1,1,0
196478,1,1,3,1,0
196479,1,0,4,1,0
1964710,1,0,2,3,0
1964711,1,0,2,3,0
1964712,1,0,3,1,1
1964713,1,0,2,1,2
1964714,2,0,2,1,1
1964715,2,0,3,1,0
1964716,2,1,2,1,0
1964717,2,1,2,1,0
1964718,1,0,4,1,0
1964719,1,1,3,1,0
1964720,1,1,2,2,0
1964721,1,0,3,2,0
1964722,1,0,2,2,1
1964723,1,0,2,2,1
1964724,2,0,3,1,0
1964725,2,0,2,1,1
1964726,1,1,2,1,1
1964727,1,1,3,1,0
1964728,2,0,3,1,0
1964729,2,0,3,1,0
1964730,1,0,3,2,0
196481,1,1,2,1,1
196482,1,0,3,1,1
196483,2,0,2,2,0
196484,2,0,2,2,0
196485,1,1,3,1,0
196486,1,1,2,1,1
196487,1,0,3,1,1
196488,1,0,3,1,1
196489,2,0,1,2,1
1964810,2,0,1,2,1
1964811,1,0,2,1,2
1964812,1,1,1,1,2
1964813,2,1,1,1,1
1964814,2,0,2,1,1
1964815,1,1,1,2,1
1964816,1,1,1,2,1
1964817,1,0,3,1,1
1964818,1,0,2,1,2
1964819,1,0,1,2,2
1964820,1,0,2,2,1
1964821,2,0,1,1,2
1964822,2,0,1,1,2
1964823,2,0,2,1,1
1964824,2,1,1,1,1
1964825,1,2,1,1,1
1964826,1,1,2,1,1
1964827,1,0,2,2,1
1964828,1,0,2,2,1
1964829,1,0,2,2,1
1964830,1,0,1,2,2
196491,1,0,2,1,2
196492,3,0,1,1,1
196493,3,0,1,1,1
196494,1,1,2,1,1
196495,1,2,1,1,1
196496,1,1,2,1,1
196497,1,0,3,1,1
196498,1,0,1,3,1
196499,1,0,1,3,1
1964910,1,0,2,1,2
1964911,1,0,1,1,3
1964912,2,0,1,1,2
1964913,2,0,2,1,1
1964914,2,1,1,1,1
1964915,2,1,1,1,1
1964916,1,0,3,1,1
1964917,1,1,2,1,1
1964918,1,1,1,2,1
1964919,1,0,2,2,1
1964920,1,0,1,2,2
1964921,1,0,1,2,2
1964922,2,0,2,1,1
1964923,2,0,1,1,2
1964924,1,1,1,1,2
1964925,1,1,2,1,1
1964926,2,0,2,1,1
1964927,2,0,2,1,1
1964928,1,0,2,2,1
1964929,1,1,1,2,1
1964930,1,1,1,1,2
1964101,1,0,2,1,2
1964102,2,0,1,2,1
1964103,2,0,1,2,1
1964104,1,1,2,1,1
1964105,1,1,1,1,2
1964106,1,0,2,1,2
1964107,1,0,3,1,1
1964108,2,0,1,2,1
1964109,3,0,2,1,0
19641010,2,0,3,0,1
19641011,2,1,2,0,1
19641012,3,1,2,0,0
19641013,3,0,3,0,0
19641014,2,1,2,1,0
19641015,2,1,2,1,0
19641016,2,0,4,0,0
19641017,2,0,3,0,1
19641018,2,0,2,1,1
19641019,2,0,3,1,0
19641020,3,0,2,0,1
19641021,3,0,2,0,1
19641022,3,0,3,0,0
19641023,3,1,2,0,0
19641024,2,2,2,0,0
19641025,2,1,3,0,0
19641026,2,0,3,1,0
19641027,2,0,3,1,0
19641028,2,0,3,1,0
19641029,2,0,2,1,1
19641030,2,0,2,0,2
1964111,4,0,2,0,0
1964112,4,0,2,0,0
1964113,2,1,3,0,0
1964114,2,2,2,0,0
1964115,2,1,3,0,0
1964116,2,0,4,0,0
1964117,2,0,2,2,0
1964118,2,0,1,2,1
1964119,2,0,2,0,2
19641110,2,0,1,0,3
19641111,3,0,1,0,2
19641112,3,0,2,0,1
19641113,3,1,1,0,1
19641114,3,1,1,0,1
19641115,2,0,3,0,1
19641116,2,1,2,0,1
19641117,2,1,1,1,1
19641118,2,0,2,1,1
19641119,2,0,1,1,2
19641120,2,0,1,1,2
19641121,3,0,2,0,1
19641122,3,0,1,0,2
19641123,2,1,1,0,2
19641124,2,1,2,0,1
19641125,3,0,2,0,1
19641126,3,0,2,0,1
19641127,2,0,2,1,1
19641128,2,1,1,1,1
19641129,2,1,1,0,2
19641130,2,0,2,0,2
1964121,3,0,1,1,1
1964122,3,0,1,1,1
1964123,2,1,2,0,1
1964124,2,1,1,0,2
1964125,2,0,2,0,2
1964126,2,0,3,0,1
1964127,3,0,1,1,1
1964128,2,1,1,1,1
1964129,1,1,2,0,2
19641210,1,2,1,0,2
19641211,2,2,1,0,1
19641212,2,1,2,0,1
19641213,1,2,1,1,1
19641214,1,2,1,1,1
19641215,1,1,3,0,1
19641216,1,1,2,0,2
19641217,1,1,1,1,2
19641218,1,1,2,1,1
19641219,2,1,1,0,2
19641220,2,1,1,0,2
19641221,2,1,2,0,1
19641222,2,2,1,0,1
19641223,1,3,1,0,1
19641224,1,2,2,0,1
19641225,1,1,2,1,1
19641226,1,1,2,1,1
19641227,1,1,2,1,1
19641228,1,1,1,1,2
19641229,1,1,1,0,3
19641230,1,1,2,0,2
196511,3,1,1,0,1
196512,1,2,2,0,1
196513,1,3,1,0,1
196514,1,2,2,0,1
196515,1,1,3,0,1
196516,1,1,2,2,0
196517,1,1,2,2,0
196518,1,1,3,0,1
196519,1,1,2,0,2
1965110,2,1,2,0,1
1965111,2,1,3,0,0
1965112,2,2,2,0,0
1965113,2,2,2,0,0
1965114,1,1,4,0,0
1965115,1,2,3,0,0
1965116,1,2,2,1,0
1965117,1,1,3,1,0
1965118,1,1,2,1,1
1965119,1,1,2,1,1
1965120,2,1,3,0,0
1965121,2,1,2,0,1
1965122,1,2,2,0,1
1965123,1,2,3,0,0
1965124,2,1,3,0,0
1965125,2,1,3,0,0
1965126,1,1,3,1,0
1965127,1,2,2,1,0
1965128,1,2,2,0,1
1965129,1,1,3,0,1
1965130,2,1,2,1,0
196521,1,2,3,0,0
196522,1,2,2,0,1
196523,1,1,3,0,1
196524,1,1,4,0,0
196525,3,1,1,1,0
196526,3,1,1,1,0
196527,2,1,2,0,1
196528,2,2,1,0,1
196529,3,2,1,0,0
1965210,3,1,2,0,0
1965211,2,2,1,1,0
1965212,2,2,1,1,0
1965213,2,1,3,0,0
1965214,2,1,2,0,1
1965215,2,1,1,1,1
1965216,2,1,2,1,0
1965217,3,1,1,0,1
1965218,3,1,1,0,1
1965219,3,1,2,0,0
1965220,3,2,1,0,0
1965221,2,3,1,0,0
1965222,2,2,2,0,0
1965223,2,1,2,1,0
1965224,2,1,2,1,0
1965225,2,1,2,1,0
1965226,2,1,1,1,1
1965227,2,1,1,0,2
1965228,2,1,2,0,1
196531,4,1,1,0,0
196532,4,1,1,0,0
196533,2,2,2,0,0
196534,2,3,1,0,0
196535,2,2,2,0,0
196536,2,1,3,0,0
196537,2,1,1,2,0
196538,2,1,1,2,0
196539,2,1,2,0,1
1965310,2,1,1,0,2
1965311,3,1,1,0,1
1965312,3,1,2,0,0
1965313,3,2,1,0,0
1965314,3,2,1,0,0
1965315,2,1,3,0,0
1965316,2,2,2,0,0
1965317,2,2,1,1,0
1965318,2,1,2,1,0
1965319,2,1,1,1,1
1965320,2,1,1,1,1
1965321,3,1,2,0,0
1965322,3,1,1,0,1
1965323,2,2,1,0,1
1965324,2,2,2,0,0
1965325,3,1,2,0,0
1965326,3,1,2,0,0
1965327,2,1,2,1,0
1965328,2,2,1,1,0
1965329,2,2,1,0,1
1965330,2,1,2,0,1
196541,3,1,1,1,0
196542,2,2,2,0,0
196543,2,2,1,0,1
196544,2,1,2,0,1
196545,2,1,3,0,0
196546,2,1,1,2,0
196547,2,1,1,2,0
196548,1,1,2,1,1
196549,1,2,1,1,1
1965410,2,2,1,1,0
1965411,2,1,2,1,0
1965412,1,2,1,2,0
1965413,1,2,1,2,0
1965414,1,1,3,1,0
1965415,1,1,2,1,1
1965416,1,1,1,2,1
1965417,1,1,2,2,0
1965418,2,1,1,1,1
1965419,2,1,1,1,1
1965420,2,1,2,1,0
1965421,2,2,1,1,0
1965422,1,3,1,1,0
1965423,1,2,2,1,0
1965424,1,1,2,2,0
1965425,1,1,2,2,0
1965426,1,1,2,2,0
1965427,1,1,1,2,1
1965428,1,1,1,1,2
1965429,1,1,2,1,1
1965430,3,1,1,1,0
196551,3,1,1,1,0
196552,1,2,2,1,0
196553,1,3,1,1,0
196554,1,2,2,1,0
196555,1,1,3,1,0
196556,1,1,1,3,0
196557,1,2,0,3,0
196558,1,2,1,1,1
196559,1,2,0,1,2
1965510,2,2,0,1,1
1965511,2,2,1,1,0
1965512,2,3,0,1,0
1965513,2,3,0,1,0
1965514,1,2,2,1,0
1965515,1,3,1,1,0
1965516,1,3,0,2,0
1965517,1,2,1,2,0
1965518,1,2,0,2,1
1965519,1,2,0,2,1
1965520,2,2,1,1,0
1965521,2,2,0,1,1
1965522,1,3,0,1,1
1965523,1,3,1,1,0
1965524,2,2,1,1,0
1965525,2,2,1,1,0
1965526,1,2,1,2,0
1965527,1,3,0,2,0
1965528,1,3,0,1,1
1965529,1,2,1,1,1
1965530,2,2,0,2,0
196561,1,3,1,1,0
196562,1,3,0,1,1
196563,1,2,1,1,1
196564,1,2,2,1,0
196565,2,2,0,2,0
196566,2,2,0,2,0
196567,1,2,1,0,2
196568,1,3,0,0,2
196569,2,3,0,0,1
1965610,2,2,1,0,1
1965611,1,3,0,1,1
1965612,1,3,0,1,1
1965613,1,2,2,0,1
1965614,1,2,1,0,2
1965615,1,2,0,1,2
1965616,1,2,1,1,1
1965617,2,2,0,0,2
1965618,2,2,0,0,2
1965619,2,2,1,0,1
1965620,2,3,0,0,1
1965621,1,4,0,0,1
1965622,1,3,1,0,1
1965623,1,2,1,1,1
1965624,1,2,1,1,1
1965625,1,2,1,1,1
1965626,1,2,0,1,2
1965627,1,2,0,0,3
1965628,1,2,1,0,2
1965629,3,2,0,0,1
1965630,3,2,0,0,1
196571,1,3,1,0,1
196572,1,4,0,0,1
196573,1,3,1,0,1
196574,1,2,2,0,1
196575,1,2,0,2,1
196576,1,2,0,2,1
196577,1,2,1,0,2
196578,1,1,1,0,3
196579,2,1,1,0,2
1965710,2,1,2,0,1
1965711,2,2,1,0,1
1965712,2,2,1,0,1
1965713,1,1,3,0,1
1965714,1,2,2,0,1
1965715,1,2,1,1,1
1965716,1,1,2,1,1
1965717,1,1,1,1,2
1965718,1,1,1,1,2
1965719,2,1,2,0,1
1965720,2,1,1,0,2
1965721,1,2,1,0,2
1965722,1,2,2,0,1
1965723,2,1,2,0,1
1965724,2,1,2,0,1
1965725,1,1,2,1,1
1965726,1,2,1,1,1
1965727,1,2,1,0,2
1965728,1,1,2,0,2
1965729,2,1,1,1,1
1965730,2,1,1,1,1
196581,1,2,1,0,2
196582,1,1,2,0,2
196583,1,1,3,0,1
196584,2,1,1,1,1
196585,2,1,1,1,1
196586,1,1,2,0,2
196587,1,2,1,0,2
196588,2,2,1,0,1
196589,3,1,1,1,0
1965810,2,2,0,2,0
1965811,2,2,0,2,0
1965812,2,1,2,1,0
1965813,2,1,1,1,1
1965814,2,1,0,2,1
1965815,2,1,1,2,0
1965816,3,1,0,1,1
1965817,3,1,0,1,1
1965818,3,1,1,1,0
1965819,3,2,0,1,0
1965820,2,3,0,1,0
1965821,2,2,1,1,0
1965822,2,1,1,2,0
1965823,2,1,1,2,0
1965824,2,1,1,2,0
1965825,2,1,0,2,1
1965826,2,1,0,1,2
1965827,2,1,1,1,1
1965828,4,1,0,1,0
1965829,4,1,0,1,0
1965830,2,2,1,1,0
196591,2,2,1,1,0
196592,2,1,2,1,0
196593,2,1,0,3,0
196594,2,1,0,3,0
196595,2,1,1,1,1
196596,2,1,0,1,2
196597,3,1,0,1,1
196598,3,1,1,1,0
196599,3,2,0,1,0
1965910,3,2,0,1,0
1965911,2,1,2,1,0
1965912,2,2,1,1,0
1965913,2,2,0,2,0
