Mcd,KorName
M072,건선척추염(L40.5+)
M0720,"건선척추염(L40.5+), 여러 부위"
M0720000,"건선척추염(L40.5+), 여러 부위"
M0728,"건선척추염(L40.5+), 기타부분"
M0728000,"건선척추염(L40.5+), 기타부분"
M0728001,"건선척추염(L40.5+), 머리"
M0728002,"건선척추염(L40.5+), 목"
M0728003,"건선척추염(L40.5+), 늑골"
M0728004,"건선척추염(L40.5+), 두개골"
M0728005,"건선척추염(L40.5+), 몸통"
M0728006,"건선척추염(L40.5+), 척주"
M0729,"건선척추염(L40.5+), 상세불명 부분"
M0729000,"건선척추염(L40.5+), 상세불명 부분"
M073,기타 건선관절병증(L40.5†)
M0730,"기타 건선관절병증(L40.5†), 여러 부위"
M0730000,"기타 건선관절병증(L40.5†), 여러 부위"
M0731,"기타 건선관절병증(L40.5†), 어깨부분"
M0731000,"기타 건선관절병증(L40.5†), 어깨부분"
M0731001,"기타 건선관절병증(L40.5†), 쇄골"
M0731002,"기타 건선관절병증(L40.5†), 견갑골"
M0731003,"기타 건선관절병증(L40.5†), 견쇄관절"
M0731004,"기타 건선관절병증(L40.5†), 어깨관절"
M0731005,"기타 건선관절병증(L40.5†), 흉쇄관절"
M0732,"기타 건선관절병증(L40.5†), 위팔"
M0732000,"기타 건선관절병증(L40.5†), 위팔"
M0732001,"기타 건선관절병증(L40.5†), 상완골"
M0732002,"기타 건선관절병증(L40.5†), 팔꿈치관절"
M0733,"기타 건선관절병증(L40.5†), 아래팔"
M0733000,"기타 건선관절병증(L40.5†), 아래팔"
M0733001,"기타 건선관절병증(L40.5†), 요골"
M0733002,"기타 건선관절병증(L40.5†), 척골"
M0733003,"기타 건선관절병증(L40.5†), 손목관절"
M0734,"기타 건선관절병증(L40.5†), 손"
M0734000,"기타 건선관절병증(L40.5†), 손"
M0734001,"기타 건선관절병증(L40.5†), 수근골"
M0734002,"기타 건선관절병증(L40.5†), 손가락"
M0734003,"기타 건선관절병증(L40.5†), 중수골"
M0734004,"기타 건선관절병증(L40.5†), 수근골관절"
M0734005,"기타 건선관절병증(L40.5†), 손가락관절"
M0734006,"기타 건선관절병증(L40.5†), 중수골관절"
M0735,"기타 건선관절병증(L40.5†), 골반부분 및 대퇴"
M0735000,"기타 건선관절병증(L40.5†), 골반부분 및 대퇴"
M0735001,"기타 건선관절병증(L40.5†), 골반부분"
M0735002,"기타 건선관절병증(L40.5†), 대퇴"
M0735003,"기타 건선관절병증(L40.5†), 둔부"
M0735004,"기타 건선관절병증(L40.5†), 대퇴골"
M0735005,"기타 건선관절병증(L40.5†), 골반"
M0735006,"기타 건선관절병증(L40.5†), 고관절"
M0735007,"기타 건선관절병증(L40.5†), 천장관절"
M0736,"기타 건선관절병증(L40.5†), 아래다리"
M0736000,"기타 건선관절병증(L40.5†), 아래다리"
M0736001,"기타 건선관절병증(L40.5†), 비골"
M0736002,"기타 건선관절병증(L40.5†), 경골"
M0736003,"기타 건선관절병증(L40.5†), 무릎관절"
M0737,"기타 건선관절병증(L40.5†), 발목 및 발"
M0737000,"기타 건선관절병증(L40.5†), 발목 및 발"
M0824011,"스틸병 NOS , 수근골관절"
M0737001,"기타 건선관절병증(L40.5†), 발목"
M0737002,"기타 건선관절병증(L40.5†), 발"
M0737003,"기타 건선관절병증(L40.5†), 중족골"
M0737004,"기타 건선관절병증(L40.5†), 족근골"
M0737005,"기타 건선관절병증(L40.5†), 발가락"
M0737006,"기타 건선관절병증(L40.5†), 발목관절"
M0737007,"기타 건선관절병증(L40.5†), 발의 기타 관절"
M0738,"기타 건선관절병증(L40.5†), 기타부분"
M0738000,"기타 건선관절병증(L40.5†), 기타부분"
M0738001,"기타 건선관절병증(L40.5†), 머리"
M0738002,"기타 건선관절병증(L40.5†), 목"
M0738003,"기타 건선관절병증(L40.5†), 늑골"
M0738004,"기타 건선관절병증(L40.5†), 두개골"
M0738005,"기타 건선관절병증(L40.5†), 몸통"
M0738006,"기타 건선관절병증(L40.5†), 척주"
M0739,"기타 건선관절병증(L40.5†), 상세불명 부분"
M0739000,"기타 건선관절병증(L40.5†), 상세불명 부분"
M074,크론병[국소성 장염]에서의 관절병증(K50.-+)
M0740,"크론병[국소성 장염]에서의 관절병증(K50.-+), 여러 부위"
M0740000,"크론병[국소성 장염]에서의 관절병증(K50.-+), 여러 부위"
M0741,"크론병[국소성 장염]에서의 관절병증(K50.-+), 어깨부분"
M0741000,"크론병[국소성 장염]에서의 관절병증(K50.-+), 어깨부분"
M0741001,"크론병[국소성 장염]에서의 관절병증(K50.-+), 쇄골"
M0741002,"크론병[국소성 장염]에서의 관절병증(K50.-+), 견갑골"
M0741003,"크론병[국소성 장염]에서의 관절병증(K50.-+), 견쇄관절"
M0741004,"크론병[국소성 장염]에서의 관절병증(K50.-+), 어깨관절"
M0741005,"크론병[국소성 장염]에서의 관절병증(K50.-+), 흉쇄관절"
M0742,"크론병[국소성 장염]에서의 관절병증(K50.-+), 위팔"
M0742000,"크론병[국소성 장염]에서의 관절병증(K50.-+), 위팔"
M0742001,"크론병[국소성 장염]에서의 관절병증(K50.-+), 상완골"
M0742002,"크론병[국소성 장염]에서의 관절병증(K50.-+), 팔꿈치관절"
M0743,"크론병[국소성 장염]에서의 관절병증(K50.-+), 아래팔"
M0743000,"크론병[국소성 장염]에서의 관절병증(K50.-+), 아래팔"
M0743001,"크론병[국소성 장염]에서의 관절병증(K50.-+), 요골"
M0743002,"크론병[국소성 장염]에서의 관절병증(K50.-+), 척골"
M0743003,"크론병[국소성 장염]에서의 관절병증(K50.-+), 손목관절"
M0744,"크론병[국소성 장염]에서의 관절병증(K50.-+), 손"
M0744000,"크론병[국소성 장염]에서의 관절병증(K50.-+), 손"
M0744001,"크론병[국소성 장염]에서의 관절병증(K50.-+), 수근골"
M0744002,"크론병[국소성 장염]에서의 관절병증(K50.-+), 손가락"
M0744003,"크론병[국소성 장염]에서의 관절병증(K50.-+), 중수골"
M0744004,"크론병[국소성 장염]에서의 관절병증(K50.-+), 수근골관절"
M0744005,"크론병[국소성 장염]에서의 관절병증(K50.-+), 손가락관절"
M0744006,"크론병[국소성 장염]에서의 관절병증(K50.-+), 중수골관절"
M0745,"크론병[국소성 장염]에서의 관절병증(K50.-+), 골반부분 및 대퇴"
M0745000,"크론병[국소성 장염]에서의 관절병증(K50.-+), 골반부분 및 대퇴"
M0745001,"크론병[국소성 장염]에서의 관절병증(K50.-+), 골반부분"
M2008000,손가락의 기타 변형
M0745002,"크론병[국소성 장염]에서의 관절병증(K50.-+), 대퇴"
M0745003,"크론병[국소성 장염]에서의 관절병증(K50.-+), 둔부"
M0745004,"크론병[국소성 장염]에서의 관절병증(K50.-+), 대퇴골"
M0745005,"크론병[국소성 장염]에서의 관절병증(K50.-+), 골반"
M0745006,"크론병[국소성 장염]에서의 관절병증(K50.-+), 고관절"
M0745007,"크론병[국소성 장염]에서의 관절병증(K50.-+), 천장관절"
M0746,"크론병[국소성 장염]에서의 관절병증(K50.-+), 아래다리"
M0746000,"크론병[국소성 장염]에서의 관절병증(K50.-+), 아래다리"
M0746001,"크론병[국소성 장염]에서의 관절병증(K50.-+), 비골"
M0746002,"크론병[국소성 장염]에서의 관절병증(K50.-+), 경골"
M0746003,"크론병[국소성 장염]에서의 관절병증(K50.-+), 무릎관절"
M0747,"크론병[국소성 장염]에서의 관절병증(K50.-+), 발목 및 발"
M0747000,"크론병[국소성 장염]에서의 관절병증(K50.-+), 발목 및 발"
M0747001,"크론병[국소성 장염]에서의 관절병증(K50.-+), 발목"
M0747002,"크론병[국소성 장염]에서의 관절병증(K50.-+), 발"
M0747003,"크론병[국소성 장염]에서의 관절병증(K50.-+), 중족골"
M0747004,"크론병[국소성 장염]에서의 관절병증(K50.-+), 족근골"
M0747005,"크론병[국소성 장염]에서의 관절병증(K50.-+), 발가락"
M0747006,"크론병[국소성 장염]에서의 관절병증(K50.-+), 발목관절"
M0756000,"궤양성 대장염에서의 관절병증(K51.-+), 아래다리"
M0747007,"크론병[국소성 장염]에서의 관절병증(K50.-+), 발의 기타 관절"
M0748,"크론병[국소성 장염]에서의 관절병증(K50.-+), 기타부분"
M0748000,"크론병[국소성 장염]에서의 관절병증(K50.-+), 기타부분"
M0748001,"크론병[국소성 장염]에서의 관절병증(K50.-+), 머리"
M0748002,"크론병[국소성 장염]에서의 관절병증(K50.-+), 목"
M0748003,"크론병[국소성 장염]에서의 관절병증(K50.-+), 늑골"
M0748004,"크론병[국소성 장염]에서의 관절병증(K50.-+), 두개골"
M0748005,"크론병[국소성 장염]에서의 관절병증(K50.-+), 몸통"
M0748006,"크론병[국소성 장염]에서의 관절병증(K50.-+), 척주"
M0749,"크론병[국소성 장염]에서의 관절병증(K50.-+), 상세불명 부분"
M0749000,"크론병[국소성 장염]에서의 관절병증(K50.-+), 상세불명 부분"
M075,궤양성 대장염에서의 관절병증(K51.-+)
M0750,"궤양성 대장염에서의 관절병증(K51.-+), 여러 부위"
M0750000,"궤양성 대장염에서의 관절병증(K51.-+), 여러 부위"
M0751,"궤양성 대장염에서의 관절병증(K51.-+), 어깨부분"
M0751000,"궤양성 대장염에서의 관절병증(K51.-+), 어깨부분"
M0751001,"궤양성 대장염에서의 관절병증(K51.-+), 쇄골"
M0751002,"궤양성 대장염에서의 관절병증(K51.-+), 견갑골"
M0751003,"궤양성 대장염에서의 관절병증(K51.-+), 견쇄관절"
M0751004,"궤양성 대장염에서의 관절병증(K51.-+), 어깨관절"
M0751005,"궤양성 대장염에서의 관절병증(K51.-+), 흉쇄관절"
M0752,"궤양성 대장염에서의 관절병증(K51.-+), 위팔"
M0752000,"궤양성 대장염에서의 관절병증(K51.-+), 위팔"
M0752001,"궤양성 대장염에서의 관절병증(K51.-+), 상완골"
M0752002,"궤양성 대장염에서의 관절병증(K51.-+), 팔꿈치관절"
M0753,"궤양성 대장염에서의 관절병증(K51.-+), 아래팔"
M0753000,"궤양성 대장염에서의 관절병증(K51.-+), 아래팔"
M0753001,"궤양성 대장염에서의 관절병증(K51.-+), 요골"
M0753002,"궤양성 대장염에서의 관절병증(K51.-+), 척골"
M0753003,"궤양성 대장염에서의 관절병증(K51.-+), 손목관절"
M0754,"궤양성 대장염에서의 관절병증(K51.-+), 손"
M0754000,"궤양성 대장염에서의 관절병증(K51.-+), 손"
M0754001,"궤양성 대장염에서의 관절병증(K51.-+), 수근골"
M0754002,"궤양성 대장염에서의 관절병증(K51.-+), 손가락"
M0754003,"궤양성 대장염에서의 관절병증(K51.-+), 중수골"
M0754004,"궤양성 대장염에서의 관절병증(K51.-+), 수근골관절"
M0754005,"궤양성 대장염에서의 관절병증(K51.-+), 손가락관절"
M0754006,"궤양성 대장염에서의 관절병증(K51.-+), 중수골관절"
M0755,"궤양성 대장염에서의 관절병증(K51.-+), 골반부분 및 대퇴"
M0755000,"궤양성 대장염에서의 관절병증(K51.-+), 골반부분 및 대퇴"
M0755001,"궤양성 대장염에서의 관절병증(K51.-+), 골반부분"
M0755002,"궤양성 대장염에서의 관절병증(K51.-+), 대퇴"
M0755003,"궤양성 대장염에서의 관절병증(K51.-+), 둔부"
M0755004,"궤양성 대장염에서의 관절병증(K51.-+), 대퇴골"
M0755005,"궤양성 대장염에서의 관절병증(K51.-+), 골반"
M0755006,"궤양성 대장염에서의 관절병증(K51.-+), 고관절"
M0755007,"궤양성 대장염에서의 관절병증(K51.-+), 천장관절"
M0756,"궤양성 대장염에서의 관절병증(K51.-+), 아래다리"
M0756001,"궤양성 대장염에서의 관절병증(K51.-+), 비골"
M0756002,"궤양성 대장염에서의 관절병증(K51.-+), 경골"
M0756003,"궤양성 대장염에서의 관절병증(K51.-+), 무릎관절"
M0757,"궤양성 대장염에서의 관절병증(K51.-+), 발목 및 발"
M0757000,"궤양성 대장염에서의 관절병증(K51.-+), 발목 및 발"
M0757001,"궤양성 대장염에서의 관절병증(K51.-+), 발목"
M0757002,"궤양성 대장염에서의 관절병증(K51.-+), 발"
M0757003,"궤양성 대장염에서의 관절병증(K51.-+), 중족골"
M0757004,"궤양성 대장염에서의 관절병증(K51.-+), 족근골"
M0757005,"궤양성 대장염에서의 관절병증(K51.-+), 발가락"
M0757006,"궤양성 대장염에서의 관절병증(K51.-+), 발목관절"
M0757007,"궤양성 대장염에서의 관절병증(K51.-+), 발의 기타 관절"
M0758,"궤양성 대장염에서의 관절병증(K51.-+), 기타부분"
M0758000,"궤양성 대장염에서의 관절병증(K51.-+), 기타부분"
M0758001,"궤양성 대장염에서의 관절병증(K51.-+), 머리"
M0758002,"궤양성 대장염에서의 관절병증(K51.-+), 목"
M0758003,"궤양성 대장염에서의 관절병증(K51.-+), 늑골"
M0758004,"궤양성 대장염에서의 관절병증(K51.-+), 두개골"
M0758005,"궤양성 대장염에서의 관절병증(K51.-+), 몸통"
M0758006,"궤양성 대장염에서의 관절병증(K51.-+), 척주"
M0759,"궤양성 대장염에서의 관절병증(K51.-+), 상세불명 부분"
M0759000,"궤양성 대장염에서의 관절병증(K51.-+), 상세불명 부분"
M076,기타 장병성 관절병증
M0760,"기타 장병성 관절병증, 여러 부위"
M0760000,"기타 장병성 관절병증, 여러 부위"
M0761,"기타 장병성 관절병증, 어깨부분"
M0761000,"기타 장병성 관절병증, 어깨부분"
M0761001,"기타 장병성 관절병증, 쇄골"
M0761002,"기타 장병성 관절병증, 견갑골"
M0761003,"기타 장병성 관절병증, 견쇄관절"
M0761004,"기타 장병성 관절병증, 어깨관절"
M0761005,"기타 장병성 관절병증, 흉쇄관절"
M0762,"기타 장병성 관절병증, 위팔"
M0762000,"기타 장병성 관절병증, 위팔"
M0762001,"기타 장병성 관절병증, 상완골"
M0762002,"기타 장병성 관절병증, 팔꿈치관절"
M0763,"기타 장병성 관절병증, 아래팔"
M0763000,"기타 장병성 관절병증, 아래팔"
M0763001,"기타 장병성 관절병증, 요골"
M0763002,"기타 장병성 관절병증, 척골"
M0763003,"기타 장병성 관절병증, 손목관절"
M0764,"기타 장병성 관절병증, 손"
M0764000,"기타 장병성 관절병증, 손"
M0764001,"기타 장병성 관절병증, 수근골"
M0764002,"기타 장병성 관절병증, 손가락"
M0764003,"기타 장병성 관절병증, 중수골"
M0764004,"기타 장병성 관절병증, 수근골관절"
M0764005,"기타 장병성 관절병증, 손가락관절"
M0764006,"기타 장병성 관절병증, 중수골관절"
M0765,"기타 장병성 관절병증, 골반부분 및 대퇴"
M0765000,"기타 장병성 관절병증, 골반부분 및 대퇴"
M0765001,"기타 장병성 관절병증, 골반부분"
M0765002,"기타 장병성 관절병증, 대퇴"
M0765003,"기타 장병성 관절병증, 둔부"
M0765004,"기타 장병성 관절병증, 대퇴골"
M0765005,"기타 장병성 관절병증, 골반"
M0765006,"기타 장병성 관절병증, 고관절"
M0765007,"기타 장병성 관절병증, 천장관절"
M0766,"기타 장병성 관절병증, 아래다리"
M0766000,"기타 장병성 관절병증, 아래다리"
M0766001,"기타 장병성 관절병증, 비골"
M0766002,"기타 장병성 관절병증, 경골"
M0766003,"기타 장병성 관절병증, 무릎관절"
M0767,"기타 장병성 관절병증, 발목 및 발"
M0767000,"기타 장병성 관절병증, 발목 및 발"
M0767001,"기타 장병성 관절병증, 발목"
M0767002,"기타 장병성 관절병증, 발"
M0767003,"기타 장병성 관절병증, 중족골"
M0767004,"기타 장병성 관절병증, 족근골"
M0767005,"기타 장병성 관절병증, 발가락"
M0767006,"기타 장병성 관절병증, 발목관절"
M0767007,"기타 장병성 관절병증, 발의 기타 관절"
M0768,"기타 장병성 관절병증, 기타부분"
M0768000,"기타 장병성 관절병증, 기타부분"
M0768001,"기타 장병성 관절병증, 머리"
M0768002,"기타 장병성 관절병증, 목"
M0768003,"기타 장병성 관절병증, 늑골"
M0768004,"기타 장병성 관절병증, 두개골"
M0768005,"기타 장병성 관절병증, 몸통"
M0768006,"기타 장병성 관절병증, 척주"
M0769,"기타 장병성 관절병증, 상세불명 부분"
M0769000,"기타 장병성 관절병증, 상세불명 부분"
M08,연소성 관절염
M080,연소성 류마티스 관절염
M0800,"연소성 류마티스 관절염, 여러 부위"
M0800000,"연소성 류마티스 관절염, 여러 부위"
M0800001,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 여러 부위"
M0801,"연소성 류마티스 관절염, 어깨부분"
M0801000,"연소성 류마티스 관절염, 어깨부분"
M0801001,"연소성 류마티스 관절염, 쇄골"
M0801002,"연소성 류마티스 관절염, 견갑골"
M0801003,"연소성 류마티스 관절염, 견쇄관절"
M0801004,"연소성 류마티스 관절염, 어깨관절"
M0801005,"연소성 류마티스 관절염, 흉쇄관절"
M0801006,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 어깨부분"
M0801007,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 쇄골"
M0801008,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 견갑골"
M0801009,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 견쇄관절"
M0801010,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 어깨관절"
M0801011,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 흉쇄관절"
M0802,"연소성 류마티스 관절염, 위팔"
M0802000,"연소성 류마티스 관절염, 위팔"
M0802001,"연소성 류마티스 관절염, 상완골"
M0802002,"연소성 류마티스 관절염, 팔꿈치관절"
M0802003,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 위팔"
M0802004,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 상완골"
M0802005,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 팔꿈치관절"
M0803,"연소성 류마티스 관절염, 아래팔"
M0803000,"연소성 류마티스 관절염, 아래팔"
M0803001,"연소성 류마티스 관절염, 요골"
M0803002,"연소성 류마티스 관절염, 척골"
M0803003,"연소성 류마티스 관절염, 손목관절"
M0803004,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 아래팔"
M0803005,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 요골"
M0803006,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 척골"
M0803007,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 손목관절"
M0804,"연소성 류마티스 관절염, 손"
M0804000,"연소성 류마티스 관절염, 손"
M0804001,"연소성 류마티스 관절염, 수근골"
M0804002,"연소성 류마티스 관절염, 손가락"
M0804003,"연소성 류마티스 관절염, 중수골"
M0804004,"연소성 류마티스 관절염, 수근골관절"
M0804005,"연소성 류마티스 관절염, 손가락관절"
M0804006,"연소성 류마티스 관절염, 중수골관절"
M0804007,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 손"
M0804008,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 수근골"
M0804009,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 손가락"
M0804010,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 중수골"
M0804011,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 수근골관절"
M0804012,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 손가락관절"
M0804013,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 중수골관절"
M0805,"연소성 류마티스 관절염, 골반부분 및 대퇴"
M0805000,"연소성 류마티스 관절염, 골반부분 및 대퇴"
M0805001,"연소성 류마티스 관절염, 골반부분"
M0805002,"연소성 류마티스 관절염, 대퇴"
M0805003,"연소성 류마티스 관절염, 둔부"
M0805004,"연소성 류마티스 관절염, 대퇴골"
M0805005,"연소성 류마티스 관절염, 골반"
M0805006,"연소성 류마티스 관절염, 고관절"
M0805007,"연소성 류마티스 관절염, 천장관절"
M0805008,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 골반부분 및 대퇴"
M2513003,"관절루, 손목관절"
M0805009,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 골반부분"
M0805010,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 대퇴"
M0805011,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 둔부"
M0805012,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 대퇴골"
M0805013,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 골반"
M0805014,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 고관절"
M0805015,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 천장관절"
M0806,"연소성 류마티스 관절염, 아래다리"
M0806000,"연소성 류마티스 관절염, 아래다리"
M0806001,"연소성 류마티스 관절염, 비골"
M0806002,"연소성 류마티스 관절염, 경골"
M0806003,"연소성 류마티스 관절염, 무릎관절"
M0806004,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 아래다리"
M0806005,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 비골"
M0806006,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 경골"
M0806007,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 무릎관절"
M0807,"연소성 류마티스 관절염, 발목 및 발"
M0807000,"연소성 류마티스 관절염, 발목 및 발"
M0807001,"연소성 류마티스 관절염, 발목"
M0807002,"연소성 류마티스 관절염, 발"
M0807003,"연소성 류마티스 관절염, 중족골"
M0807004,"연소성 류마티스 관절염, 족근골"
M0807005,"연소성 류마티스 관절염, 발가락"
M0807006,"연소성 류마티스 관절염, 발목관절"
M0807007,"연소성 류마티스 관절염, 발의 기타 관절"
M0807008,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 발목 및 발"
M0807009,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 발목"
M0807010,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 발"
M0807011,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 중족골"
M0807012,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 족근골"
M0807013,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 발가락"
M0807014,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 발목관절"
M0807015,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 발의 기타 관절"
M0808,"연소성 류마티스 관절염, 기타부분"
M0808000,"연소성 류마티스 관절염, 기타부분"
M0808001,"연소성 류마티스 관절염, 머리"
M0808002,"연소성 류마티스 관절염, 목"
M0808003,"연소성 류마티스 관절염, 늑골"
M0808004,"연소성 류마티스 관절염, 두개골"
M0808005,"연소성 류마티스 관절염, 몸통"
M0808006,"연소성 류마티스 관절염, 척주"
M0808007,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 기타부분"
M0808008,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 머리"
M0808009,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 목"
M0808010,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 늑골"
M0808011,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 두개골"
M0808012,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 몸통"
M0808013,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 척주"
M2514,"관절루, 손"
M0809,"연소성 류마티스 관절염, 상세불명 부분"
M0809000,"연소성 류마티스 관절염, 상세불명 부분"
M0809001,"류마티스인자가 있거나 없는 연소성 류마티스관절염, 상세불명 부분"
M081,연소성 강직척추염
M0810,"연소성 강직척추염, 여러 부위"
M0810000,"연소성 강직척추염, 여러 부위"
M0818,"연소성 강직척추염, 기타부분"
M0818000,"연소성 강직척추염, 기타부분"
M0818001,"연소성 강직척추염, 머리"
M0818002,"연소성 강직척추염, 목"
M0818003,"연소성 강직척추염, 늑골"
M0818004,"연소성 강직척추염, 두개골"
M0818005,"연소성 강직척추염, 몸통"
M0818006,"연소성 강직척추염, 척주"
M0819,"연소성 강직척추염, 상세불명 부분"
M0819000,"연소성 강직척추염, 상세불명 부분"
M082,전신적으로 발병된 연소성 관절염
M0820,"전신적으로 발병된 연소성 관절염, 여러 부위"
M0820000,"전신적으로 발병된 연소성 관절염, 여러 부위"
M0820001,"스틸병 NOS , 여러 부위"
M0821,"전신적으로 발병된 연소성 관절염, 어깨부분"
M0821000,"전신적으로 발병된 연소성 관절염, 어깨부분"
M0821001,"전신적으로 발병된 연소성 관절염, 쇄골"
M0821002,"전신적으로 발병된 연소성 관절염, 견갑골"
M0821003,"전신적으로 발병된 연소성 관절염, 견쇄관절"
M0821004,"전신적으로 발병된 연소성 관절염, 어깨관절"
M0821005,"전신적으로 발병된 연소성 관절염, 흉쇄관절"
M0821006,"스틸병 NOS , 어깨부분"
M0821007,"스틸병 NOS , 쇄골"
M0821008,"스틸병 NOS , 견갑골"
M0821009,"스틸병 NOS , 견쇄관절"
M0821010,"스틸병 NOS , 어깨관절"
M0821011,"스틸병 NOS , 흉쇄관절"
M0822,"전신적으로 발병된 연소성 관절염, 위팔"
M0822000,"전신적으로 발병된 연소성 관절염, 위팔"
M0822001,"전신적으로 발병된 연소성 관절염, 상완골"
M0822002,"전신적으로 발병된 연소성 관절염, 팔꿈치관절"
M0822003,"스틸병 NOS , 위팔"
M0822004,"스틸병 NOS , 상완골"
M0822005,"스틸병 NOS , 팔꿈치관절"
M0823,"전신적으로 발병된 연소성 관절염, 아래팔"
M0823000,"전신적으로 발병된 연소성 관절염, 아래팔"
M0823001,"전신적으로 발병된 연소성 관절염, 요골"
M0823002,"전신적으로 발병된 연소성 관절염, 척골"
M0823003,"전신적으로 발병된 연소성 관절염, 손목관절"
M0823004,"스틸병 NOS , 아래팔"
M0823005,"스틸병 NOS , 요골"
M0823006,"스틸병 NOS , 척골"
M0823007,"스틸병 NOS , 손목관절"
M0824,"전신적으로 발병된 연소성 관절염, 손"
M0824000,"전신적으로 발병된 연소성 관절염, 손"
M0824001,"전신적으로 발병된 연소성 관절염, 수근골"
M0824002,"전신적으로 발병된 연소성 관절염, 손가락"
M0824003,"전신적으로 발병된 연소성 관절염, 중수골"
M0824004,"전신적으로 발병된 연소성 관절염, 수근골관절"
M0824005,"전신적으로 발병된 연소성 관절염, 손가락관절"
M0824006,"전신적으로 발병된 연소성 관절염, 중수골관절"
M0824007,"스틸병 NOS , 손"
M0824008,"스틸병 NOS , 수근골"
M0824009,"스틸병 NOS , 손가락"
M0824010,"스틸병 NOS , 중수골"
M0824012,"스틸병 NOS , 손가락관절"
M0824013,"스틸병 NOS , 중수골관절"
M0825,"전신적으로 발병된 연소성 관절염, 골반부분 및 대퇴"
M0825000,"전신적으로 발병된 연소성 관절염, 골반부분 및 대퇴"
M0825001,"전신적으로 발병된 연소성 관절염, 골반부분"
M0825002,"전신적으로 발병된 연소성 관절염, 대퇴"
M0825003,"전신적으로 발병된 연소성 관절염, 둔부"
M0825004,"전신적으로 발병된 연소성 관절염, 대퇴골"
M0825005,"전신적으로 발병된 연소성 관절염, 골반"
M0825006,"전신적으로 발병된 연소성 관절염, 고관절"
M0825007,"전신적으로 발병된 연소성 관절염, 천장관절"
M0825008,"스틸병 NOS , 골반부분 및 대퇴"
M0825009,"스틸병 NOS , 골반부분"
M0825010,"스틸병 NOS , 대퇴"
M0825011,"스틸병 NOS , 둔부"
M0825012,"스틸병 NOS , 대퇴골"
M0825013,"스틸병 NOS , 골반"
M0825014,"스틸병 NOS , 고관절"
M0825015,"스틸병 NOS , 천장관절"
M0826,"전신적으로 발병된 연소성 관절염, 아래다리"
M0826000,"전신적으로 발병된 연소성 관절염, 아래다리"
M0826001,"전신적으로 발병된 연소성 관절염, 비골"
M0836006,"만성 연소성다발관절염, 경골"
M0826002,"전신적으로 발병된 연소성 관절염, 경골"
M0826003,"전신적으로 발병된 연소성 관절염, 무릎관절"
M0826004,"스틸병 NOS , 아래다리"
M0826005,"스틸병 NOS , 비골"
M0826006,"스틸병 NOS , 경골"
M0826007,"스틸병 NOS , 무릎관절"
M0827,"전신적으로 발병된 연소성 관절염, 발목 및 발"
M0827000,"전신적으로 발병된 연소성 관절염, 발목 및 발"
M0827001,"전신적으로 발병된 연소성 관절염, 발목"
M0827002,"전신적으로 발병된 연소성 관절염, 발"
