생년월일   화 수 목 금 토
19831010   0 2 2 0 2
19831011   0 2 2 0 2
19831012   0 2 2 0 2
19831013   0 2 2 0 2
19831014   0 2 2 0 2
19831015   0 2 2 0 2
19831016   0 2 2 0 2
19831017   0 2 2 0 2
19831018   0 2 2 0 2
19831019   0 2 2 0 2
19831020   0 2 2 0 2
19831021   0 2 2 0 2
19831022   0 2 2 0 2
19831023   0 2 2 0 2
19831024   0 2 2 0 2
19831025   0 2 2 0 2
19831026   0 2 2 0 2
19831027   0 2 2 0 2
19831028   0 2 2 0 2
19831029   0 2 2 0 2
19831030   0 2 2 0 2
19831031   0 2 2 0 2
1983111   0 2 2 0 2
1983112   0 2 2 0 2
1983113   0 2 2 0 2
1983114   0 2 2 0 2
1983115   0 2 2 0 2
1983116   0 2 2 0 2
1983117   0 2 2 0 2
1983118   0 2 2 0 2
1983119   0 2 2 0 2
19831110   0 2 2 0 2
19831111   0 2 2 0 2
19831112   0 2 2 0 2
19831113   0 2 2 0 2
19831114   0 2 2 0 2
19831115   0 2 2 0 2
19831116   0 2 2 0 2
19831117   0 2 2 0 2
19831118   0 2 2 0 2
19831119   0 2 2 0 2
19831120   0 2 2 0 2
19831121   0 2 2 0 2
19831122   0 2 2 0 2
19831123   0 2 2 0 2
19831124   0 2 2 0 2
19831125   0 2 2 0 2
19831126   0 2 2 0 2
19831127   0 2 2 0 2
19831128   0 2 2 0 2
19831129   0 2 2 0 2
19831130   0 2 2 0 2
1983121   0 2 2 0 2
1983122   0 2 2 0 2
1983123   0 2 2 0 2
1983124   0 2 2 0 2
1983125   0 2 2 0 2
1983126   0 2 2 0 2
1983127   0 2 2 0 2
1983128   0 2 2 0 2
1983129   0 2 2 0 2
19831210   0 2 2 0 2
19831211   0 2 2 0 2
19831212   0 2 2 0 2
19831213   0 2 2 0 2
19831214   0 2 2 0 2
19831215   0 2 2 0 2
19831216   0 2 2 0 2
19831217   0 2 2 0 2
19831218   0 2 2 0 2
19831219   0 2 2 0 2
19831220   0 2 2 0 2
19831221   0 2 2 0 2
19831222   0 2 2 0 2
19831223   0 2 2 0 2
19831224   0 2 2 0 2
19831225   0 2 2 0 2
19831226   0 2 2 0 2
19831227   0 2 2 0 2
19831228   0 2 2 0 2
19831229   0 2 2 0 2
19831230   0 2 2 0 2
19831231   0 2 2 0 2
198411   0 2 2 0 2
198412   0 2 2 0 2
198413   0 2 2 0 2
198414   0 2 2 0 2
198415   0 2 2 0 2
198416   0 2 2 0 2
198417   0 2 2 0 2
198418   0 2 2 0 2
198419   0 2 2 0 2
1984110   0 2 2 0 2
1984111   0 2 2 0 2
1984112   0 2 2 0 2
1984113   0 2 2 0 2
1984114   0 2 2 0 2
1984115   0 2 2 0 2
1984116   0 2 2 0 2
1984117   0 2 2 0 2
1984118   0 2 2 0 2
1984119   0 2 2 0 2
1984120   0 2 2 0 2
1984121   0 2 2 0 2
1984122   0 2 2 0 2
1984123   0 2 2 0 2
1984124   0 2 2 0 2
1984125   0 2 2 0 2
1984126   0 2 2 0 2
1984127   0 2 2 0 2
1984128   0 2 2 0 2
1984129   0 2 2 0 2
1984130   0 2 2 0 2
1984131   0 2 2 0 2
198421   0 2 2 0 2
198422   0 2 2 0 2
198423   0 2 2 0 2
198424   0 2 2 0 2
198425   0 2 2 0 2
198426   0 2 2 0 2
198427   0 2 2 0 2
198428   0 2 2 0 2
198429   0 2 2 0 2
1984210   0 2 2 0 2
1984211   0 2 2 0 2
1984212   0 2 2 0 2
1984213   0 2 2 0 2
1984214   0 2 2 0 2
1984215   0 2 2 0 2
1984216   0 2 2 0 2
1984217   0 2 2 0 2
1984218   0 2 2 0 2
1984219   0 2 2 0 2
1984220   0 2 2 0 2
1984221   0 2 2 0 2
1984222   0 2 2 0 2
1984223   0 2 2 0 2
1984224   0 2 2 0 2
1984225   0 2 2 0 2
1984226   0 2 2 0 2
1984227   0 2 2 0 2
1984228   0 2 2 0 2
1984229   0 2 2 0 2
198431   0 2 2 0 2
198432   0 2 2 0 2
198433   0 2 2 0 2
198434   0 2 2 0 2
198435   0 2 2 0 2
198436   0 2 2 0 2
198437   0 2 2 0 2
198438   0 2 2 0 2
198439   0 2 2 0 2
1984310   0 2 2 0 2
1984311   0 2 2 0 2
1984312   0 2 2 0 2
1984313   0 2 2 0 2
1984314   0 2 2 0 2
1984315   0 2 2 0 2
1984316   0 2 2 0 2
1984317   0 2 2 0 2
1984318   0 2 2 0 2
1984319   0 2 2 0 2
1984320   0 2 2 0 2
1984321   0 2 2 0 2
1984322   0 2 2 0 2
1984323   0 2 2 0 2
1984324   0 2 2 0 2
1984325   0 2 2 0 2
1984326   0 2 2 0 2
1984327   0 2 2 0 2
1984328   0 2 2 0 2
1984329   0 2 2 0 2
1984330   0 2 2 0 2
1984331   0 2 2 0 2
198441   0 2 2 0 2
198442   0 2 2 0 2
198443   0 2 2 0 2
198444   0 2 2 0 2
198445   0 2 2 0 2
198446   0 2 2 0 2
198447   0 2 2 0 2
198448   0 2 2 0 2
198449   0 2 2 0 2
1984410   0 2 2 0 2
1984411   0 2 2 0 2
1984412   0 2 2 0 2
1984413   0 2 2 0 2
1984414   0 2 2 0 2
1984415   0 2 2 0 2
1984416   0 2 2 0 2
1984417   0 2 2 0 2
1984418   0 2 2 0 2
1984419   0 2 2 0 2
1984420   0 2 2 0 2
1984421   0 2 2 0 2
1984422   0 2 2 0 2
1984423   0 2 2 0 2
1984424   0 2 2 0 2
1984425   0 2 2 0 2
1984426   0 2 2 0 2
1984427   0 2 2 0 2
1984428   0 2 2 0 2
1984429   0 2 2 0 2
1984430   0 2 2 0 2
198451   0 2 2 0 2
198452   0 2 2 0 2
198453   0 2 2 0 2
198454   0 2 2 0 2
198455   0 2 2 0 2
198456   0 2 2 0 2
198457   0 2 2 0 2
198458   0 2 2 0 2
198459   0 2 2 0 2
1984510   0 2 2 0 2
1984511   0 2 2 0 2
1984512   0 2 2 0 2
1984513   0 2 2 0 2
1984514   0 2 2 0 2
1984515   0 2 2 0 2
1984516   0 2 2 0 2
1984517   0 2 2 0 2
1984518   0 2 2 0 2
1984519   0 2 2 0 2
1984520   0 2 2 0 2
1984521   0 2 2 0 2
1984522   0 2 2 0 2
1984523   0 2 2 0 2
1984524   0 2 2 0 2
1984525   0 2 2 0 2
1984526   0 2 2 0 2
1984527   0 2 2 0 2
1984528   0 2 2 0 2
1984529   0 2 2 0 2
1984530   0 2 2 0 2
1984531   0 2 2 0 2
198461   0 2 2 0 2
198462   0 2 2 0 2
198463   0 2 2 0 2
198464   0 2 2 0 2
198465   0 2 2 0 2
198466   0 2 2 0 2
198467   0 2 2 0 2
198468   0 2 2 0 2
198469   0 2 2 0 2
1984610   0 2 2 0 2
1984611   0 2 2 0 2
1984612   0 2 2 0 2
1984613   0 2 2 0 2
1984614   0 2 2 0 2
1984615   0 2 2 0 2
1984616   0 2 2 0 2
1984617   0 2 2 0 2
1984618   0 2 2 0 2
1984619   0 2 2 0 2
1984620   0 2 2 0 2
1984621   0 2 2 0 2
1984622   0 2 2 0 2
1984623   0 2 2 0 2
1984624   0 2 2 0 2
1984625   0 2 2 0 2
1984626   0 2 2 0 2
1984627   0 2 2 0 2
1984628   0 2 2 0 2
1984629   0 2 2 0 2
1984630   0 2 2 0 2
198471   0 2 2 0 2
198472   0 2 2 0 2
198473   0 2 2 0 2
198474   0 2 2 0 2
198475   0 2 2 0 2
198476   0 2 2 0 2
198477   0 2 2 0 2
198478   0 2 2 0 2
198479   0 2 2 0 2
1984710   0 2 2 0 2
1984711   0 2 2 0 2
1984712   0 2 2 0 2
1984713   0 2 2 0 2
1984714   0 2 2 0 2
1984715   0 2 2 0 2
1984716   0 2 2 0 2
1984717   0 2 2 0 2
1984718   0 2 2 0 2
1984719   0 2 2 0 2
1984720   0 2 2 0 2
1984721   0 2 2 0 2
1984722   0 2 2 0 2
1984723   0 2 2 0 2
1984724   0 2 2 0 2
1984725   0 2 2 0 2
1984726   0 2 2 0 2
1984727   0 2 2 0 2
1984728   0 2 2 0 2
1984729   0 2 2 0 2
1984730   0 2 2 0 2
1984731   0 2 2 0 2
198481   0 2 2 0 2
198482   0 2 2 0 2
198483   0 2 2 0 2
198484   0 2 2 0 2
198485   0 2 2 0 2
198486   0 2 2 0 2
198487   0 2 2 0 2
198488   0 2 2 0 2
198489   0 2 2 0 2
1984810   0 2 2 0 2
1984811   0 2 2 0 2
1984812   0 2 2 0 2
1984813   0 2 2 0 2
1984814   0 2 2 0 2
1984815   0 2 2 0 2
1984816   0 2 2 0 2
1984817   0 2 2 0 2
1984818   0 2 2 0 2
1984819   0 2 2 0 2
1984820   0 2 2 0 2
1984821   0 2 2 0 2
1984822   0 2 2 0 2
1984823   0 2 2 0 2
1984824   0 2 2 0 2
1984825   0 2 2 0 2
1984826   0 2 2 0 2
1984827   0 2 2 0 2
1984828   0 2 2 0 2
1984829   0 2 2 0 2
1984830   0 2 2 0 2
1984831   0 2 2 0 2
198491   0 2 2 0 2
198492   0 2 2 0 2
198493   0 2 2 0 2
198494   0 2 2 0 2
198495   0 2 2 0 2
198496   0 2 2 0 2
198497   0 2 2 0 2
198498   0 2 2 0 2
198499   0 2 2 0 2
1984910   0 2 2 0 2
1984911   0 2 2 0 2
1984912   0 2 2 0 2
1984913   0 2 2 0 2
1984914   0 2 2 0 2
1984915   0 2 2 0 2
1984916   0 2 2 0 2
1984917   0 2 2 0 2
1984918   0 2 2 0 2
1984919   0 2 2 0 2
1984920   0 2 2 0 2
1984921   0 2 2 0 2
1984922   0 2 2 0 2
1984923   0 2 2 0 2
1984924   0 2 2 0 2
1984925   0 2 2 0 2
1984926   0 2 2 0 2
1984927   0 2 2 0 2
1984928   0 2 2 0 2
1984929   0 2 2 0 2
1984930   0 2 2 0 2
1984101   0 2 2 0 2
1984102   0 2 2 0 2
1984103   0 2 2 0 2
1984104   0 2 2 0 2
1984105   0 2 2 0 2
1984106   0 2 2 0 2
1984107   0 2 2 0 2
1984108   0 2 2 0 2
1984109   0 2 2 0 2
19841010   0 2 2 0 2
19841011   0 2 2 0 2
19841012   0 2 2 0 2
19841013   0 2 2 0 2
19841014   0 2 2 0 2
19841015   0 2 2 0 2
19841016   0 2 2 0 2
19841017   0 2 2 0 2
19841018   0 2 2 0 2
19841019   0 2 2 0 2
19841020   0 2 2 0 2
19841021   0 2 2 0 2
19841022   0 2 2 0 2
19841023   0 2 2 0 2
19841024   0 2 2 0 2
19841025   0 2 2 0 2
19841026   0 2 2 0 2
19841027   0 2 2 0 2
19841028   0 2 2 0 2
19841029   0 2 2 0 2
19841030   0 2 2 0 2
19841031   0 2 2 0 2
1984111   0 2 2 0 2
1984112   0 2 2 0 2
1984113   0 2 2 0 2
1984114   0 2 2 0 2
1984115   0 2 2 0 2
1984116   0 2 2 0 2
1984117   0 2 2 0 2
1984118   0 2 2 0 2
1984119   0 2 2 0 2
19841110   0 2 2 0 2
19841111   0 2 2 0 2
19841112   0 2 2 0 2
19841113   0 2 2 0 2
19841114   0 2 2 0 2
19841115   0 2 2 0 2
19841116   0 2 2 0 2
19841117   0 2 2 0 2
19841118   0 2 2 0 2
19841119   0 2 2 0 2
19841120   0 2 2 0 2
19841121   0 2 2 0 2
19841122   0 2 2 0 2
19841123   0 2 2 0 2
19841124   0 2 2 0 2
19841125   0 2 2 0 2
19841126   0 2 2 0 2
19841127   0 2 2 0 2
19841128   0 2 2 0 2
19841129   0 2 2 0 2
19841130   0 2 2 0 2
1984121   0 2 2 0 2
1984122   0 2 2 0 2
1984123   0 2 2 0 2
1984124   0 2 2 0 2
1984125   0 2 2 0 2
1984126   0 2 2 0 2
1984127   0 2 2 0 2
1984128   0 2 2 0 2
1984129   0 2 2 0 2
19841210   0 2 2 0 2
19841211   0 2 2 0 2
19841212   0 2 2 0 2
19841213   0 2 2 0 2
19841214   0 2 2 0 2
19841215   0 2 2 0 2
19841216   0 2 2 0 2
19841217   0 2 2 0 2
19841218   0 2 2 0 2
19841219   0 2 2 0 2
19841220   0 2 2 0 2
19841221   0 2 2 0 2
19841222   0 2 2 0 2
19841223   0 2 2 0 2
19841224   0 2 2 0 2
19841225   0 2 2 0 2
19841226   0 2 2 0 2
19841227   0 2 2 0 2
19841228   0 2 2 0 2
19841229   0 2 2 0 2
19841230   0 2 2 0 2
19841231   0 2 2 0 2
198511   0 2 2 0 2
198512   0 2 2 0 2
198513   0 2 2 0 2
198514   0 2 2 0 2
198515   0 2 2 0 2
198516   0 2 2 0 2
198517   0 2 2 0 2
198518   0 2 2 0 2
198519   0 2 2 0 2
1985110   0 2 2 0 2
1985111   0 2 2 0 2
1985112   0 2 2 0 2
1985113   0 2 2 0 2
1985114   0 2 2 0 2
1985115   0 2 2 0 2
1985116   0 2 2 0 2
1985117   0 2 2 0 2
1985118   0 2 2 0 2
1985119   0 2 2 0 2
1985120   0 2 2 0 2
1985121   0 2 2 0 2
1985122   0 2 2 0 2
1985123   0 2 2 0 2
1985124   0 2 2 0 2
1985125   0 2 2 0 2
1985126   0 2 2 0 2
1985127   0 2 2 0 2
1985128   0 2 2 0 2
1985129   0 2 2 0 2
1985130   0 2 2 0 2
1985131   0 2 2 0 2
198521   0 2 2 0 2
198522   0 2 2 0 2
198523   0 2 2 0 2
198524   0 2 2 0 2
198525   0 2 2 0 2
198526   0 2 2 0 2
198527   0 2 2 0 2
198528   0 2 2 0 2
198529   0 2 2 0 2
1985210   0 2 2 0 2
1985211   0 2 2 0 2
1985212   0 2 2 0 2
1985213   0 2 2 0 2
1985214   0 2 2 0 2
1985215   0 2 2 0 2
1985216   0 2 2 0 2
1985217   0 2 2 0 2
1985218   0 2 2 0 2
1985219   0 2 2 0 2
1985220   0 2 2 0 2
1985221   0 2 2 0 2
1985222   0 2 2 0 2
1985223   0 2 2 0 2
1985224   0 2 2 0 2
1985225   0 2 2 0 2
1985226   0 2 2 0 2
1985227   0 2 2 0 2
1985228   0 2 2 0 2
1985229   0 2 2 0 2
198531   0 2 2 0 2
198532   0 2 2 0 2
198533   0 2 2 0 2
198534   0 2 2 0 2
198535   0 2 2 0 2
198536   0 2 2 0 2
198537   0 2 2 0 2
198538   0 2 2 0 2
198539   0 2 2 0 2
1985310   0 2 2 0 2
1985311   0 2 2 0 2
1985312   0 2 2 0 2
1985313   0 2 2 0 2
1985314   0 2 2 0 2
1985315   0 2 2 0 2
1985316   0 2 2 0 2
1985317   0 2 2 0 2
1985318   0 2 2 0 2
1985319   0 2 2 0 2
1985320   0 2 2 0 2
1985321   0 2 2 0 2
1985322   0 2 2 0 2
1985323   0 2 2 0 2
1985324   0 2 2 0 2
1985325   0 2 2 0 2
1985326   0 2 2 0 2
1985327   0 2 2 0 2
1985328   0 2 2 0 2
1985329   0 2 2 0 2
1985330   0 2 2 0 2
1985331   0 2 2 0 2
198541   0 2 2 0 2
198542   0 2 2 0 2
198543   0 2 2 0 2
198544   0 2 2 0 2
198545   0 2 2 0 2
198546   0 2 2 0 2
198547   0 2 2 0 2
198548   0 2 2 0 2
198549   0 2 2 0 2
1985410   0 2 2 0 2
1985411   0 2 2 0 2
1985412   0 2 2 0 2
1985413   0 2 2 0 2
1985414   0 2 2 0 2
1985415   0 2 2 0 2
1985416   0 2 2 0 2
1985417   0 2 2 0 2
1985418   0 2 2 0 2
1985419   0 2 2 0 2
1985420   0 2 2 0 2
1985421   0 2 2 0 2
1985422   0 2 2 0 2
1985423   0 2 2 0 2
1985424   0 2 2 0 2
1985425   0 2 2 0 2
1985426   0 2 2 0 2
1985427   0 2 2 0 2
1985428   0 2 2 0 2
1985429   0 2 2 0 2
1985430   0 2 2 0 2
198551   0 2 2 0 2
198552   0 2 2 0 2
198553   0 2 2 0 2
198554   0 2 2 0 2
198555   0 2 2 0 2
198556   0 2 2 0 2
198557   0 2 2 0 2
198558   0 2 2 0 2
198559   0 2 2 0 2
1985510   0 2 2 0 2
1985511   0 2 2 0 2
1985512   0 2 2 0 2
1985513   0 2 2 0 2
1985514   0 2 2 0 2
1985515   0 2 2 0 2
1985516   0 2 2 0 2
1985517   0 2 2 0 2
1985518   0 2 2 0 2
1985519   0 2 2 0 2
1985520   0 2 2 0 2
1985521   0 2 2 0 2
1985522   0 2 2 0 2
1985523   0 2 2 0 2
1985524   0 2 2 0 2
1985525   0 2 2 0 2
1985526   0 2 2 0 2
1985527   0 2 2 0 2
1985528   0 2 2 0 2
1985529   0 2 2 0 2
1985530   0 2 2 0 2
1985531   0 2 2 0 2
198561   0 2 2 0 2
198562   0 2 2 0 2
198563   0 2 2 0 2
198564   0 2 2 0 2
198565   0 2 2 0 2
198566   0 2 2 0 2
198567   0 2 2 0 2
198568   0 2 2 0 2
198569   0 2 2 0 2
1985610   0 2 2 0 2
1985611   0 2 2 0 2
1985612   0 2 2 0 2
1985613   0 2 2 0 2
1985614   0 2 2 0 2
1985615   0 2 2 0 2
1985616   0 2 2 0 2
1985617   0 2 2 0 2
1985618   0 2 2 0 2
1985619   0 2 2 0 2
1985620   0 2 2 0 2
1985621   0 2 2 0 2
1985622   0 2 2 0 2
1985623   0 2 2 0 2
1985624   0 2 2 0 2
1985625   0 2 2 0 2
1985626   0 2 2 0 2
1985627   0 2 2 0 2
1985628   0 2 2 0 2
1985629   0 2 2 0 2
1985630   0 2 2 0 2
198571   0 2 2 0 2
198572   0 2 2 0 2
198573   0 2 2 0 2
198574   0 2 2 0 2
198575   0 2 2 0 2
198576   0 2 2 0 2
198577   0 2 2 0 2
198578   0 2 2 0 2
198579   0 2 2 0 2
1985710   0 2 2 0 2
1985711   0 2 2 0 2
1985712   0 2 2 0 2
1985713   0 2 2 0 2
1985714   0 2 2 0 2
1985715   0 2 2 0 2
1985716   0 2 2 0 2
1985717   0 2 2 0 2
1985718   0 2 2 0 2
1985719   0 2 2 0 2
1985720   0 2 2 0 2
1985721   0 2 2 0 2
1985722   0 2 2 0 2
1985723   0 2 2 0 2
1985724   0 2 2 0 2
1985725   0 2 2 0 2
1985726   0 2 2 0 2
1985727   0 2 2 0 2
1985728   0 2 2 0 2
1985729   0 2 2 0 2
1985730   0 2 2 0 2
1985731   0 2 2 0 2
198581   0 2 2 0 2
198582   0 2 2 0 2
198583   0 2 2 0 2
198584   0 2 2 0 2
198585   0 2 2 0 2
198586   0 2 2 0 2
198587   0 2 2 0 2
198588   0 2 2 0 2
198589   0 2 2 0 2
1985810   0 2 2 0 2
1985811   0 2 2 0 2
1985812   0 2 2 0 2
1985813   0 2 2 0 2
1985814   0 2 2 0 2
1985815   0 2 2 0 2
1985816   0 2 2 0 2
1985817   0 2 2 0 2
1985818   0 2 2 0 2
1985819   0 2 2 0 2
1985820   0 2 2 0 2
1985821   0 2 2 0 2
1985822   0 2 2 0 2
1985823   0 2 2 0 2
1985824   0 2 2 0 2
1985825   0 2 2 0 2
1985826   0 2 2 0 2
1985827   0 2 2 0 2
1985828   0 2 2 0 2
1985829   0 2 2 0 2
1985830   0 2 2 0 2
1985831   0 2 2 0 2
198591   0 2 2 0 2
198592   0 2 2 0 2
198593   0 2 2 0 2
198594   0 2 2 0 2
198595   0 2 2 0 2
198596   0 2 2 0 2
198597   0 2 2 0 2
198598   0 2 2 0 2
198599   0 2 2 0 2
1985910   0 2 2 0 2
1985911   0 2 2 0 2
1985912   0 2 2 0 2
1985913   0 2 2 0 2
1985914   0 2 2 0 2
1985915   0 2 2 0 2
1985916   0 2 2 0 2
1985917   0 2 2 0 2
1985918   0 2 2 0 2
1985919   0 2 2 0 2
1985920   0 2 2 0 2
1985921   0 2 2 0 2
1985922   0 2 2 0 2
1985923   0 2 2 0 2
1985924   0 2 2 0 2
1985925   0 2 2 0 2
1985926   0 2 2 0 2
1985927   0 2 2 0 2
1985928   0 2 2 0 2
1985929   0 2 2 0 2
1985930   0 2 2 0 2
1985101   0 2 2 0 2
1985102   0 2 2 0 2
1985103   0 2 2 0 2
1985104   0 2 2 0 2
1985105   0 2 2 0 2
1985106   0 2 2 0 2
1985107   0 2 2 0 2
1985108   0 2 2 0 2
1985109   0 2 2 0 2
19851010   0 2 2 0 2
19851011   0 2 2 0 2
19851012   0 2 2 0 2
19851013   0 2 2 0 2
19851014   0 2 2 0 2
19851015   0 2 2 0 2
19851016   0 2 2 0 2
19851017   0 2 2 0 2
19851018   0 2 2 0 2
19851019   0 2 2 0 2
19851020   0 2 2 0 2
19851021   0 2 2 0 2
19851022   0 2 2 0 2
19851023   0 2 2 0 2
19851024   0 2 2 0 2
19851025   0 2 2 0 2
19851026   0 2 2 0 2
19851027   0 2 2 0 2
19851028   0 2 2 0 2
19851029   0 2 2 0 2
19851030   0 2 2 0 2
19851031   0 2 2 0 2
1985111   0 2 2 0 2
1985112   0 2 2 0 2
1985113   0 2 2 0 2
1985114   0 2 2 0 2
1985115   0 2 2 0 2
1985116   0 2 2 0 2
1985117   0 2 2 0 2
1985118   0 2 2 0 2
1985119   0 2 2 0 2
19851110   0 2 2 0 2
19851111   0 2 2 0 2
19851112   0 2 2 0 2
19851113   0 2 2 0 2
19851114   0 2 2 0 2
19851115   0 2 2 0 2
19851116   0 2 2 0 2
19851117   0 2 2 0 2
19851118   0 2 2 0 2
19851119   0 2 2 0 2
19851120   0 2 2 0 2
19851121   0 2 2 0 2
19851122   0 2 2 0 2
19851123   0 2 2 0 2
19851124   0 2 2 0 2
19851125   0 2 2 0 2
19851126   0 2 2 0 2
19851127   0 2 2 0 2
19851128   0 2 2 0 2
19851129   0 2 2 0 2
19851130   0 2 2 0 2
1985121   0 2 2 0 2
1985122   0 2 2 0 2
1985123   0 2 2 0 2
1985124   0 2 2 0 2
1985125   0 2 2 0 2
1985126   0 2 2 0 2
1985127   0 2 2 0 2
1985128   0 2 2 0 2
1985129   0 2 2 0 2
19851210   0 2 2 0 2
19851211   0 2 2 0 2
19851212   0 2 2 0 2
19851213   0 2 2 0 2
19851214   0 2 2 0 2
19851215   0 2 2 0 2
19851216   0 2 2 0 2
19851217   0 2 2 0 2
19851218   0 2 2 0 2
19851219   0 2 2 0 2
19851220   0 2 2 0 2
19851221   0 2 2 0 2
19851222   0 2 2 0 2
19851223   0 2 2 0 2
19851224   0 2 2 0 2
19851225   0 2 2 0 2
19851226   0 2 2 0 2
19851227   0 2 2 0 2
19851228   0 2 2 0 2
19851229   0 2 2 0 2
19851230   0 2 2 0 2
19851231   0 2 2 0 2
198611   0 2 2 0 2
198612   0 2 2 0 2
198613   0 2 2 0 2
198614   0 2 2 0 2
198615   0 2 2 0 2
198616   0 2 2 0 2
198617   0 2 2 0 2
198618   0 2 2 0 2
198619   0 2 2 0 2
1986110   0 2 2 0 2
1986111   0 2 2 0 2
1986112   0 2 2 0 2
1986113   0 2 2 0 2
1986114   0 2 2 0 2
1986115   0 2 2 0 2
1986116   0 2 2 0 2
1986117   0 2 2 0 2
1986118   0 2 2 0 2
1986119   0 2 2 0 2
1986120   0 2 2 0 2
1986121   0 2 2 0 2
1986122   0 2 2 0 2
1986123   0 2 2 0 2
1986124   0 2 2 0 2
1986125   0 2 2 0 2
1986126   0 2 2 0 2
1986127   0 2 2 0 2
1986128   0 2 2 0 2
1986129   0 2 2 0 2
1986130   0 2 2 0 2
1986131   0 2 2 0 2
198621   0 2 2 0 2
198622   0 2 2 0 2
198623   0 2 2 0 2
198624   0 2 2 0 2
198625   0 2 2 0 2
198626   0 2 2 0 2
198627   0 2 2 0 2
198628   0 2 2 0 2
198629   0 2 2 0 2
1986210   0 2 2 0 2
1986211   0 2 2 0 2
1986212   0 2 2 0 2
1986213   0 2 2 0 2
1986214   0 2 2 0 2
1986215   0 2 2 0 2
1986216   0 2 2 0 2
1986217   0 2 2 0 2
1986218   0 2 2 0 2
1986219   0 2 2 0 2
1986220   0 2 2 0 2
1986221   0 2 2 0 2
1986222   0 2 2 0 2
1986223   0 2 2 0 2
1986224   0 2 2 0 2
1986225   0 2 2 0 2
1986226   0 2 2 0 2
1986227   0 2 2 0 2
1986228   0 2 2 0 2
1986229   0 2 2 0 2
198631   0 2 2 0 2
198632   0 2 2 0 2
198633   0 2 2 0 2
198634   0 2 2 0 2
198635   0 2 2 0 2
198636   0 2 2 0 2
198637   0 2 2 0 2
198638   0 2 2 0 2
198639   0 2 2 0 2
1986310   0 2 2 0 2
1986311   0 2 2 0 2
1986312   0 2 2 0 2
1986313   0 2 2 0 2
1986314   0 2 2 0 2
1986315   0 2 2 0 2
1986316   0 2 2 0 2
1986317   0 2 2 0 2
1986318   0 2 2 0 2
1986319   0 2 2 0 2
1986320   0 2 2 0 2
1986321   0 2 2 0 2
1986322   0 2 2 0 2
1986323   0 2 2 0 2
1986324   0 2 2 0 2
1986325   0 2 2 0 2
1986326   0 2 2 0 2
1986327   0 2 2 0 2
1986328   0 2 2 0 2
1986329   0 2 2 0 2
1986330   0 2 2 0 2
1986331   0 2 2 0 2
198641   0 2 2 0 2
198642   0 2 2 0 2
198643   0 2 2 0 2
198644   0 2 2 0 2
198645   0 2 2 0 2
198646   0 2 2 0 2
198647   0 2 2 0 2
198648   0 2 2 0 2
198649   0 2 2 0 2
1986410   0 2 2 0 2
1986411   0 2 2 0 2
1986412   0 2 2 0 2
1986413   0 2 2 0 2
1986414   0 2 2 0 2
1986415   0 2 2 0 2
1986416   0 2 2 0 2
1986417   0 2 2 0 2
1986418   0 2 2 0 2
1986419   0 2 2 0 2
1986420   0 2 2 0 2
1986421   0 2 2 0 2
1986422   0 2 2 0 2
1986423   0 2 2 0 2
1986424   0 2 2 0 2
1986425   0 2 2 0 2
1986426   0 2 2 0 2
1986427   0 2 2 0 2
1986428   0 2 2 0 2
1986429   0 2 2 0 2
1986430   0 2 2 0 2
198651   0 2 2 0 2
198652   0 2 2 0 2
198653   0 2 2 0 2
198654   0 2 2 0 2
198655   0 2 2 0 2
198656   0 2 2 0 2
198657   0 2 2 0 2
198658   0 2 2 0 2
198659   0 2 2 0 2
1986510   0 2 2 0 2
1986511   0 2 2 0 2
1986512   0 2 2 0 2
1986513   0 2 2 0 2
1986514   0 2 2 0 2
1986515   0 2 2 0 2
1986516   0 2 2 0 2
1986517   0 2 2 0 2
1986518   0 2 2 0 2
1986519   0 2 2 0 2
1986520   0 2 2 0 2
1986521   0 2 2 0 2
1986522   0 2 2 0 2
1986523   0 2 2 0 2
1986524   0 2 2 0 2
1986525   0 2 2 0 2
1986526   0 2 2 0 2
1986527   0 2 2 0 2
1986528   0 2 2 0 2
1986529   0 2 2 0 2
1986530   0 2 2 0 2
1986531   0 2 2 0 2
198661   0 2 2 0 2
198662   0 2 2 0 2
198663   0 2 2 0 2
198664   0 2 2 0 2
198665   0 2 2 0 2
198666   0 2 2 0 2
198667   0 2 2 0 2
198668   0 2 2 0 2
198669   0 2 2 0 2
1986610   0 2 2 0 2
1986611   0 2 2 0 2
1986612   0 2 2 0 2
1986613   0 2 2 0 2
1986614   0 2 2 0 2
1986615   0 2 2 0 2
1986616   0 2 2 0 2
1986617   0 2 2 0 2
1986618   0 2 2 0 2
1986619   0 2 2 0 2
1986620   0 2 2 0 2
1986621   0 2 2 0 2
1986622   0 2 2 0 2
1986623   0 2 2 0 2
1986624   0 2 2 0 2
1986625   0 2 2 0 2
1986626   0 2 2 0 2
1986627   0 2 2 0 2
1986628   0 2 2 0 2
1986629   0 2 2 0 2
1986630   0 2 2 0 2
198671   0 2 2 0 2
198672   0 2 2 0 2
198673   0 2 2 0 2
198674   0 2 2 0 2
198675   0 2 2 0 2
198676   0 2 2 0 2
198677   0 2 2 0 2
198678   0 2 2 0 2
198679   0 2 2 0 2
1986710   0 2 2 0 2
1986711   0 2 2 0 2
1986712   0 2 2 0 2
1986713   0 2 2 0 2
1986714   0 2 2 0 2
1986715   0 2 2 0 2
1986716   0 2 2 0 2
1986717   0 2 2 0 2
1986718   0 2 2 0 2
